"","Year","Index","Q25","Q975","Stratum"
"932",2013,0.0190103264106422,0.000563024589694472,0.0702713441188926,"NE"
"933",2014,0.019304157459091,0.000532859689704852,0.069920183999487,"NE"
"934",2015,0.0189395882693326,0.00044100184488763,0.0746012700033344,"NE"
"935",2016,0.0194601527905217,0.000472003828271369,0.0762575435294135,"NE"
"936",2017,0.0202455965451816,0.000283217681349555,0.0881281365882297,"NE"
"937",1966,7.85820880528273,4.2844675676533,12.7972892517403,"MT"
"938",1967,7.76227172999172,4.89995029185431,12.4909449350356,"MT"
"939",1968,7.67496525241278,5.01690912346072,11.5213244895533,"MT"
"940",1969,7.36575460195742,4.99238782034143,10.5585209802304,"MT"
"941",1970,7.90801055181434,5.51195477785413,10.7078962421943,"MT"
"942",1971,8.65655101340031,6.36883403308415,11.5386819481042,"MT"
"943",1972,8.53218140346616,6.37721954545631,11.4093725488171,"MT"
"944",1973,8.8920297641245,6.64216583591261,11.4808948094487,"MT"
"945",1974,9.27393264193808,7.01633688802869,12.0213866462618,"MT"
"946",1975,9.92752107137233,7.4801479612589,13.0863158632117,"MT"
"947",1976,10.5607492057854,8.11357352529285,13.8841904798794,"MT"
"948",1977,10.9349993352923,8.5950797399442,13.5711144341429,"MT"
"949",1978,10.4788614201799,8.24252487481297,13.3736691693711,"MT"
"950",1979,11.6398375792299,8.97612185511957,14.9566397148993,"MT"
"951",1980,10.9680431270377,8.49498813076979,14.06285034226,"MT"
"952",1981,11.1480303667637,8.6114373179106,13.9823566720442,"MT"
"953",1982,9.98793731102603,7.97668180813525,12.2857794718065,"MT"
"954",1983,8.86047535855562,7.05614202825622,11.0833360293088,"MT"
"955",1984,8.6844955482075,6.719430674804,11.1209803276472,"MT"
"956",1985,8.84132831882503,6.79216991780711,11.0899208727395,"MT"
"957",1986,9.3594916104672,7.21835503139634,11.5785947761331,"MT"
"958",1987,9.0783850731879,7.16748320524862,11.3248349989732,"MT"
"959",1988,8.8216460193058,7.00644755696293,11.008593476636,"MT"
"960",1989,9.09217179443796,7.04074793684517,11.3942324057331,"MT"
"961",1990,9.32819150123375,7.38810375082076,11.4769171399323,"MT"
"962",1991,10.2762699439463,8.00342405352187,13.0509892673553,"MT"
"963",1992,9.60983683220222,7.46182071919365,11.9689867001066,"MT"
"964",1993,8.92575627777465,6.83320932444453,11.036014301451,"MT"
"965",1994,8.62065056191046,7.01613969807939,10.4096942471816,"MT"
"966",1995,8.18994441183327,6.77800154480068,10.1180950154593,"MT"
"967",1996,8.31778211466539,6.80738746678154,10.1270444283669,"MT"
"968",1997,8.07035327816207,6.57946944268986,9.93049300002715,"MT"
"969",1998,7.63504057992498,6.37274698809546,9.37310921207578,"MT"
"970",1999,7.54170004786867,6.05680479932842,9.48689173018967,"MT"
"971",2000,7.0127097591562,5.65699347367688,8.81094038770221,"MT"
"972",2001,6.9954702634423,5.53346271950453,8.78302624092781,"MT"
"973",2002,6.96169150396773,5.4189342917949,8.56141595313773,"MT"
"974",2003,7.71575044460367,6.27562780371273,9.6268131130698,"MT"
"975",2004,7.92959428721687,6.39419162724927,9.77223911503743,"MT"
"976",2005,8.09702263853121,6.44606207695022,10.2440357350809,"MT"
"977",2006,8.01805910585639,6.55093092819903,10.011696965292,"MT"
"978",2007,7.69290754137227,6.02970009597746,9.43418983229299,"MT"
"979",2008,7.22016985928321,5.80778061361488,9.04006709124299,"MT"
"980",2009,6.54542172075567,5.19231009348311,8.17421973315386,"MT"
"981",2010,5.34863202628634,4.2506974235221,6.64488118547162,"MT"
"982",2011,4.16392584810492,3.27545857827378,5.11823843402154,"MT"
"983",2012,3.45930002334834,2.754452307447,4.26654313972757,"MT"
"984",2013,3.24915632664875,2.53285088434624,4.01116408158364,"MT"
"985",2014,3.36307096993506,2.61142492753333,4.21357255673964,"MT"
"986",2015,3.19380286155301,2.42854792706621,4.04244283305022,"MT"
"987",2016,2.59359383130838,1.94943156837921,3.27845478385716,"MT"
"988",2017,2.33185259495229,1.7491233571925,3.00319388477111,"MT"
"989",1966,4.81071117509306,2.45012716732126,6.94246655325281,"NV"
"990",1967,4.79977347554983,2.56365882213513,6.83258358248228,"NV"
"991",1968,4.77846288425117,2.66921576914797,6.69858074749908,"NV"
"992",1969,4.81239636737232,2.75028465299379,6.74918354830847,"NV"
"993",1970,4.94140210309829,3.04914659168392,6.79960910029311,"NV"
"994",1971,5.03035692452185,3.1250516614618,6.93611651767438,"NV"
"995",1972,5.19073951812622,3.30869349693965,7.0497339778417,"NV"
"996",1973,5.25498966850682,3.44240274250544,6.98829470187483,"NV"
"997",1974,5.37330729552656,3.58600319474873,7.09012169117408,"NV"
"998",1975,5.463485983711,3.77556728221907,7.65113156028675,"NV"
"999",1976,5.61573754298211,3.94400288167326,8.4265999750497,"NV"
"1000",1977,5.55532758628798,3.84658805969145,7.65050259666612,"NV"
"1001",1978,5.5719109722779,3.9966730782961,7.48065423093767,"NV"
"1002",1979,5.70739204689743,4.19394034177673,7.93484940898222,"NV"
"1003",1980,5.66989132396626,4.20189615527984,7.66789291143662,"NV"
"1004",1981,5.59333469624913,4.2246846669602,7.1933266068444,"NV"
"1005",1982,5.55543005865686,4.37847260731853,7.02834394920172,"NV"
"1006",1983,5.36224066033055,4.0754238845503,6.60476247152922,"NV"
"1007",1984,5.23013599298048,3.88340753860268,6.45455612806461,"NV"
"1008",1985,5.26804040790478,3.92781033931184,6.55222858190431,"NV"
"1009",1986,5.30668749432771,4.02092640489183,6.51279718689425,"NV"
"1010",1987,5.25754709732991,4.09844957614593,6.47115738779522,"NV"
"1011",1988,5.08190740469794,3.69312724711764,6.41280353878918,"NV"
"1012",1989,5.09615146698775,3.7028988189826,6.35247500893406,"NV"
"1013",1990,5.04800935962819,3.65624966725263,6.40967822844206,"NV"
"1014",1991,5.25419334770002,3.99509380469596,6.46013727861443,"NV"
"1015",1992,5.38746060836281,4.25556956246349,6.73749767906489,"NV"
"1016",1993,5.46497858787192,4.31443096419802,6.59083934893759,"NV"
"1017",1994,5.56699444665714,4.46821495001912,6.69109802444365,"NV"
"1018",1995,5.66014318249319,4.45337637941567,6.83760859008074,"NV"
"1019",1996,5.64622428832461,4.4513012504591,6.94460192304318,"NV"
"1020",1997,5.76066663097557,4.62726815908818,7.31045606441717,"NV"
