"","grid2","grid1","dist","pairid","dcat"
"11671","45_98","39_79",1693,"45_98.39_79",">1500"
"11672","44_102","39_79",1977,"44_102.39_79",">1500"
"11673","44_101","39_79",1899,"44_101.39_79",">1500"
"11674","44_100","39_79",1820,"44_100.39_79",">1500"
"11675","44_99","39_79",1742,"44_99.39_79",">1500"
"11676","44_98","39_79",1665,"44_98.39_79",">1500"
"11677","44_97","39_79",1587,"44_97.39_79",">1500"
"11678","44_89","39_79",996,"44_89.39_79","901-1100"
"11679","43_102","39_79",1964,"43_102.39_79",">1500"
"11680","43_100","39_79",1803,"43_100.39_79",">1500"
"11681","43_99","39_79",1723,"43_99.39_79",">1500"
"11682","43_97","39_79",1564,"43_97.39_79",">1500"
"11683","43_89","39_79",945,"43_89.39_79","901-1100"
"11684","42_103","39_79",2039,"42_103.39_79",">1500"
"11685","42_102","39_79",1957,"42_102.39_79",">1500"
"11686","42_101","39_79",1875,"42_101.39_79",">1500"
"11687","42_99","39_79",1711,"42_99.39_79",">1500"
"11688","42_98","39_79",1629,"42_98.39_79",">1500"
"11689","42_95","39_79",1384,"42_95.39_79","1301-1500"
"11690","42_90","39_79",983,"42_90.39_79","901-1100"
"11691","42_89","39_79",904,"42_89.39_79","901-1100"
"11692","41_103","39_79",2040,"41_103.39_79",">1500"
"11693","41_102","39_79",1956,"41_102.39_79",">1500"
"11694","41_101","39_79",1873,"41_101.39_79",">1500"
"11695","41_100","39_79",1789,"41_100.39_79",">1500"
"11696","41_92","39_79",1123,"41_92.39_79","1101-1300"
"11697","41_90","39_79",958,"41_90.39_79","901-1100"
"11698","41_76","39_79",338,"41_76.39_79","301-500"
"11699","40_103","39_79",2046,"40_103.39_79",">1500"
"11700","40_102","39_79",1962,"40_102.39_79",">1500"
"11701","40_101","39_79",1877,"40_101.39_79",">1500"
"11702","40_99","39_79",1708,"40_99.39_79",">1500"
"11703","40_96","39_79",1454,"40_96.39_79","1301-1500"
"11704","40_94","39_79",1284,"40_94.39_79","1101-1300"
"11705","40_92","39_79",1115,"40_92.39_79","1101-1300"
"11706","40_91","39_79",1030,"40_91.39_79","901-1100"
"11707","40_90","39_79",945,"40_90.39_79","901-1100"
"11708","40_89","39_79",861,"40_89.39_79","701-900"
"11709","40_84","39_79",441,"40_84.39_79","301-500"
"11710","40_83","39_79",359,"40_83.39_79","301-500"
"11711","40_79","39_79",111,"40_79.39_79","100-300"
"11712","40_77","39_79",204,"40_77.39_79","100-300"
"11713","40_76","39_79",279,"40_76.39_79","100-300"
"11714","40_75","39_79",359,"40_75.39_79","301-500"
"11715","39_103","39_79",2058,"39_103.39_79",">1500"
"11716","39_102","39_79",1973,"39_102.39_79",">1500"
"11717","39_101","39_79",1888,"39_101.39_79",">1500"
"11718","39_100","39_79",1802,"39_100.39_79",">1500"
"11719","39_99","39_79",1717,"39_99.39_79",">1500"
"11720","39_98","39_79",1631,"39_98.39_79",">1500"
"11721","39_97","39_79",1546,"39_97.39_79",">1500"
"11722","39_96","39_79",1460,"39_96.39_79","1301-1500"
"11723","39_94","39_79",1289,"39_94.39_79","1101-1300"
"11724","39_93","39_79",1203,"39_93.39_79","1101-1300"
"11725","39_92","39_79",1117,"39_92.39_79","1101-1300"
"11726","39_91","39_79",1031,"39_91.39_79","901-1100"
"11727","39_90","39_79",946,"39_90.39_79","901-1100"
"11728","39_89","39_79",860,"39_89.39_79","701-900"
"11729","39_88","39_79",774,"39_88.39_79","701-900"
"11730","39_83","39_79",344,"39_83.39_79","301-500"
"11731","39_78","39_79",86,"39_78.39_79","<100"
"11732","39_77","39_79",172,"39_77.39_79","100-300"
"11733","39_76","39_79",258,"39_76.39_79","100-300"
"11734","39_75","39_79",344,"39_75.39_79","301-500"
"11735","38_103","39_79",2076,"38_103.39_79",">1500"
"11736","38_102","39_79",1990,"38_102.39_79",">1500"
"11737","38_101","39_79",1904,"38_101.39_79",">1500"
"11738","38_100","39_79",1818,"38_100.39_79",">1500"
"11739","38_99","39_79",1733,"38_99.39_79",">1500"
"11740","38_98","39_79",1647,"38_98.39_79",">1500"
"11741","38_97","39_79",1561,"38_97.39_79",">1500"
"11742","38_96","39_79",1475,"38_96.39_79","1301-1500"
"11743","38_95","39_79",1389,"38_95.39_79","1301-1500"
"11744","38_94","39_79",1303,"38_94.39_79","1301-1500"
"11745","38_93","39_79",1217,"38_93.39_79","1101-1300"
"11746","38_92","39_79",1131,"38_92.39_79","1101-1300"
"11747","38_89","39_79",873,"38_89.39_79","701-900"
"11748","38_88","39_79",787,"38_88.39_79","701-900"
"11749","38_87","39_79",702,"38_87.39_79","701-900"
"11750","38_86","39_79",616,"38_86.39_79","501-700"
"11751","38_85","39_79",531,"38_85.39_79","501-700"
"11752","38_83","39_79",364,"38_83.39_79","301-500"
"11753","38_79","39_79",111,"38_79.39_79","100-300"
"11754","38_78","39_79",141,"38_78.39_79","100-300"
"11755","38_77","39_79",206,"38_77.39_79","100-300"
"11756","38_76","39_79",283,"38_76.39_79","100-300"
"11757","38_75","39_79",364,"38_75.39_79","301-500"
"11758","37_102","39_79",2013,"37_102.39_79",">1500"
"11759","37_101","39_79",1927,"37_101.39_79",">1500"
"11760","37_100","39_79",1841,"37_100.39_79",">1500"
"11761","37_99","39_79",1755,"37_99.39_79",">1500"
"11762","37_98","39_79",1669,"37_98.39_79",">1500"
"11763","37_93","39_79",1240,"37_93.39_79","1101-1300"
"11764","37_89","39_79",900,"37_89.39_79","701-900"
"11765","37_88","39_79",815,"37_88.39_79","701-900"
"11766","37_87","39_79",732,"37_87.39_79","701-900"
"11767","37_85","39_79",568,"37_85.39_79","501-700"
"11768","37_79","39_79",222,"37_79.39_79","100-300"
"11769","37_78","39_79",239,"37_78.39_79","100-300"
"11770","37_76","39_79",343,"37_76.39_79","301-500"
"11771","36_101","39_79",1956,"36_101.39_79",">1500"
"11772","36_100","39_79",1870,"36_100.39_79",">1500"
"11773","36_97","39_79",1613,"36_97.39_79",">1500"
"11774","36_96","39_79",1527,"36_96.39_79",">1500"
"11775","36_95","39_79",1442,"36_95.39_79","1301-1500"
"11776","36_82","39_79",425,"36_82.39_79","301-500"
"11777","35_102","39_79",2076,"35_102.39_79",">1500"
"11778","35_101","39_79",1990,"35_101.39_79",">1500"
"11779","35_99","39_79",1819,"35_99.39_79",">1500"
"11780","35_79","39_79",444,"35_79.39_79","301-500"
"11781","34_101","39_79",2030,"34_101.39_79",">1500"
"11782","34_82","39_79",616,"34_82.39_79","501-700"
"11783","50_110","39_78",2775,"50_110.39_78",">1500"
"11784","49_107","39_78",2539,"49_107.39_78",">1500"
"11785","48_103","39_78",2227,"48_103.39_78",">1500"
"11786","48_102","39_78",2156,"48_102.39_78",">1500"
"11787","48_101","39_78",2087,"48_101.39_78",">1500"
"11788","48_100","39_78",2018,"48_100.39_78",">1500"
"11789","47_108","39_78",2565,"47_108.39_78",">1500"
"11790","47_103","39_78",2196,"47_103.39_78",">1500"
"11791","47_102","39_78",2123,"47_102.39_78",">1500"
"11792","47_101","39_78",2051,"47_101.39_78",">1500"
"11793","47_100","39_78",1979,"47_100.39_78",">1500"
"11794","47_99","39_78",1908,"47_99.39_78",">1500"
"11795","47_98","39_78",1838,"47_98.39_78",">1500"
"11796","46_103","39_78",2170,"46_103.39_78",">1500"
"11797","46_102","39_78",2095,"46_102.39_78",">1500"
"11798","46_101","39_78",2021,"46_101.39_78",">1500"
"11799","46_100","39_78",1947,"46_100.39_78",">1500"
"11800","46_99","39_78",1873,"46_99.39_78",">1500"
"11801","45_105","39_78",2305,"45_105.39_78",">1500"
"11802","45_104","39_78",2227,"45_104.39_78",">1500"
"11803","45_103","39_78",2150,"45_103.39_78",">1500"
"11804","45_102","39_78",2073,"45_102.39_78",">1500"
"11805","45_101","39_78",1996,"45_101.39_78",">1500"
"11806","45_100","39_78",1920,"45_100.39_78",">1500"
"11807","45_99","39_78",1844,"45_99.39_78",">1500"
"11808","45_98","39_78",1768,"45_98.39_78",">1500"
"11809","44_102","39_78",2056,"44_102.39_78",">1500"
"11810","44_101","39_78",1977,"44_101.39_78",">1500"
"11811","44_100","39_78",1899,"44_100.39_78",">1500"
"11812","44_99","39_78",1820,"44_99.39_78",">1500"
"11813","44_98","39_78",1742,"44_98.39_78",">1500"
"11814","44_97","39_78",1665,"44_97.39_78",">1500"
"11815","44_89","39_78",1066,"44_89.39_78","901-1100"
"11816","43_102","39_78",2045,"43_102.39_78",">1500"
"11817","43_100","39_78",1884,"43_100.39_78",">1500"
"11818","43_99","39_78",1803,"43_99.39_78",">1500"
"11819","43_97","39_78",1643,"43_97.39_78",">1500"
"11820","43_89","39_78",1019,"43_89.39_78","901-1100"
"11821","42_103","39_78",2122,"42_103.39_78",">1500"
"11822","42_102","39_78",2039,"42_102.39_78",">1500"
"11823","42_101","39_78",1957,"42_101.39_78",">1500"
"11824","42_99","39_78",1793,"42_99.39_78",">1500"
"11825","42_98","39_78",1711,"42_98.39_78",">1500"
"11826","42_95","39_78",1466,"42_95.39_78","1301-1500"
"11827","42_90","39_78",1062,"42_90.39_78","901-1100"
"11828","42_89","39_78",983,"42_89.39_78","901-1100"
"11829","41_103","39_78",2123,"41_103.39_78",">1500"
"11830","41_102","39_78",2040,"41_102.39_78",">1500"
"11831","41_101","39_78",1956,"41_101.39_78",">1500"
"11832","41_100","39_78",1873,"41_100.39_78",">1500"
"11833","41_92","39_78",1206,"41_92.39_78","1101-1300"
"11834","41_90","39_78",1040,"41_90.39_78","901-1100"
"11835","41_76","39_78",279,"41_76.39_78","100-300"
"11836","40_103","39_78",2131,"40_103.39_78",">1500"
"11837","40_102","39_78",2046,"40_102.39_78",">1500"
"11838","40_101","39_78",1962,"40_101.39_78",">1500"
"11839","40_99","39_78",1792,"40_99.39_78",">1500"
"11840","40_96","39_78",1538,"40_96.39_78",">1500"
"11841","40_94","39_78",1369,"40_94.39_78","1301-1500"
"11842","40_92","39_78",1199,"40_92.39_78","1101-1300"
"11843","40_91","39_78",1115,"40_91.39_78","1101-1300"
"11844","40_90","39_78",1030,"40_90.39_78","901-1100"
"11845","40_89","39_78",945,"40_89.39_78","901-1100"
"11846","40_84","39_78",524,"40_84.39_78","501-700"
"11847","40_83","39_78",441,"40_83.39_78","301-500"
"11848","40_79","39_78",140,"40_79.39_78","100-300"
"11849","40_77","39_78",140,"40_77.39_78","100-300"
"11850","40_76","39_78",204,"40_76.39_78","100-300"
"11851","40_75","39_78",279,"40_75.39_78","100-300"
"11852","39_103","39_78",2143,"39_103.39_78",">1500"
"11853","39_102","39_78",2058,"39_102.39_78",">1500"
"11854","39_101","39_78",1973,"39_101.39_78",">1500"
"11855","39_100","39_78",1888,"39_100.39_78",">1500"
"11856","39_99","39_78",1802,"39_99.39_78",">1500"
"11857","39_98","39_78",1717,"39_98.39_78",">1500"
"11858","39_97","39_78",1631,"39_97.39_78",">1500"
"11859","39_96","39_78",1546,"39_96.39_78",">1500"
"11860","39_94","39_78",1374,"39_94.39_78","1301-1500"
"11861","39_93","39_78",1289,"39_93.39_78","1101-1300"
"11862","39_92","39_78",1203,"39_92.39_78","1101-1300"
"11863","39_91","39_78",1117,"39_91.39_78","1101-1300"
"11864","39_90","39_78",1031,"39_90.39_78","901-1100"
"11865","39_89","39_78",946,"39_89.39_78","901-1100"
"11866","39_88","39_78",860,"39_88.39_78","701-900"
"11867","39_83","39_78",430,"39_83.39_78","301-500"
"11868","39_79","39_78",86,"39_79.39_78","<100"
"11869","39_77","39_78",86,"39_77.39_78","<100"
"11870","39_76","39_78",172,"39_76.39_78","100-300"
"11871","39_75","39_78",258,"39_75.39_78","100-300"
"11872","38_103","39_78",2162,"38_103.39_78",">1500"
"11873","38_102","39_78",2076,"38_102.39_78",">1500"
"11874","38_101","39_78",1990,"38_101.39_78",">1500"
"11875","38_100","39_78",1904,"38_100.39_78",">1500"
"11876","38_99","39_78",1818,"38_99.39_78",">1500"
"11877","38_98","39_78",1733,"38_98.39_78",">1500"
"11878","38_97","39_78",1647,"38_97.39_78",">1500"
"11879","38_96","39_78",1561,"38_96.39_78",">1500"
"11880","38_95","39_78",1475,"38_95.39_78","1301-1500"
"11881","38_94","39_78",1389,"38_94.39_78","1301-1500"
"11882","38_93","39_78",1303,"38_93.39_78","1301-1500"
"11883","38_92","39_78",1217,"38_92.39_78","1101-1300"
"11884","38_89","39_78",959,"38_89.39_78","901-1100"
"11885","38_88","39_78",873,"38_88.39_78","701-900"
"11886","38_87","39_78",787,"38_87.39_78","701-900"
"11887","38_86","39_78",702,"38_86.39_78","701-900"
"11888","38_85","39_78",616,"38_85.39_78","501-700"
"11889","38_83","39_78",447,"38_83.39_78","301-500"
"11890","38_79","39_78",141,"38_79.39_78","100-300"
"11891","38_78","39_78",111,"38_78.39_78","100-300"
"11892","38_77","39_78",141,"38_77.39_78","100-300"
"11893","38_76","39_78",206,"38_76.39_78","100-300"
"11894","38_75","39_78",283,"38_75.39_78","100-300"
"11895","37_102","39_78",2099,"37_102.39_78",">1500"
"11896","37_101","39_78",2013,"37_101.39_78",">1500"
"11897","37_100","39_78",1927,"37_100.39_78",">1500"
"11898","37_99","39_78",1841,"37_99.39_78",">1500"
"11899","37_98","39_78",1755,"37_98.39_78",">1500"
"11900","37_93","39_78",1326,"37_93.39_78","1301-1500"
"11901","37_89","39_78",984,"37_89.39_78","901-1100"
"11902","37_88","39_78",900,"37_88.39_78","701-900"
"11903","37_87","39_78",815,"37_87.39_78","701-900"
"11904","37_85","39_78",650,"37_85.39_78","501-700"
"11905","37_79","39_78",239,"37_79.39_78","100-300"
"11906","37_78","39_78",222,"37_78.39_78","100-300"
"11907","37_76","39_78",282,"37_76.39_78","100-300"
"11908","36_101","39_78",2042,"36_101.39_78",">1500"
"11909","36_100","39_78",1956,"36_100.39_78",">1500"
"11910","36_97","39_78",1698,"36_97.39_78",">1500"
"11911","36_96","39_78",1613,"36_96.39_78",">1500"
"11912","36_95","39_78",1527,"36_95.39_78",">1500"
"11913","36_82","39_78",484,"36_82.39_78","301-500"
"11914","35_102","39_78",2161,"35_102.39_78",">1500"
"11915","35_101","39_78",2076,"35_101.39_78",">1500"
"11916","35_99","39_78",1904,"35_99.39_78",">1500"
"11917","35_79","39_78",453,"35_79.39_78","301-500"
"11918","34_101","39_78",2115,"34_101.39_78",">1500"
"11919","34_82","39_78",659,"34_82.39_78","501-700"
"11920","50_110","39_77",2844,"50_110.39_77",">1500"
"11921","49_107","39_77",2609,"49_107.39_77",">1500"
"11922","48_103","39_77",2297,"48_103.39_77",">1500"
"11923","48_102","39_77",2227,"48_102.39_77",">1500"
"11924","48_101","39_77",2156,"48_101.39_77",">1500"
"11925","48_100","39_77",2087,"48_100.39_77",">1500"
"11926","47_108","39_77",2639,"47_108.39_77",">1500"
"11927","47_103","39_77",2269,"47_103.39_77",">1500"
"11928","47_102","39_77",2196,"47_102.39_77",">1500"
"11929","47_101","39_77",2123,"47_101.39_77",">1500"
"11930","47_100","39_77",2051,"47_100.39_77",">1500"
"11931","47_99","39_77",1979,"47_99.39_77",">1500"
"11932","47_98","39_77",1908,"47_98.39_77",">1500"
"11933","46_103","39_77",2246,"46_103.39_77",">1500"
"11934","46_102","39_77",2170,"46_102.39_77",">1500"
"11935","46_101","39_77",2095,"46_101.39_77",">1500"
"11936","46_100","39_77",2021,"46_100.39_77",">1500"
"11937","46_99","39_77",1947,"46_99.39_77",">1500"
"11938","45_105","39_77",2382,"45_105.39_77",">1500"
"11939","45_104","39_77",2305,"45_104.39_77",">1500"
"11940","45_103","39_77",2227,"45_103.39_77",">1500"
"11941","45_102","39_77",2150,"45_102.39_77",">1500"
"11942","45_101","39_77",2073,"45_101.39_77",">1500"
"11943","45_100","39_77",1996,"45_100.39_77",">1500"
"11944","45_99","39_77",1920,"45_99.39_77",">1500"
"11945","45_98","39_77",1844,"45_98.39_77",">1500"
"11946","44_102","39_77",2135,"44_102.39_77",">1500"
"11947","44_101","39_77",2056,"44_101.39_77",">1500"
"11948","44_100","39_77",1977,"44_100.39_77",">1500"
"11949","44_99","39_77",1899,"44_99.39_77",">1500"
"11950","44_98","39_77",1820,"44_98.39_77",">1500"
"11951","44_97","39_77",1742,"44_97.39_77",">1500"
"11952","44_89","39_77",1137,"44_89.39_77","1101-1300"
"11953","43_102","39_77",2126,"43_102.39_77",">1500"
"11954","43_100","39_77",1964,"43_100.39_77",">1500"
"11955","43_99","39_77",1884,"43_99.39_77",">1500"
"11956","43_97","39_77",1723,"43_97.39_77",">1500"
"11957","43_89","39_77",1095,"43_89.39_77","901-1100"
"11958","42_103","39_77",2204,"42_103.39_77",">1500"
"11959","42_102","39_77",2122,"42_102.39_77",">1500"
"11960","42_101","39_77",2039,"42_101.39_77",">1500"
"11961","42_99","39_77",1875,"42_99.39_77",">1500"
"11962","42_98","39_77",1793,"42_98.39_77",">1500"
"11963","42_95","39_77",1547,"42_95.39_77",">1500"
"11964","42_90","39_77",1142,"42_90.39_77","1101-1300"
"11965","42_89","39_77",1062,"42_89.39_77","901-1100"
"11966","41_103","39_77",2207,"41_103.39_77",">1500"
"11967","41_102","39_77",2123,"41_102.39_77",">1500"
"11968","41_101","39_77",2040,"41_101.39_77",">1500"
"11969","41_100","39_77",1956,"41_100.39_77",">1500"
"11970","41_92","39_77",1289,"41_92.39_77","1101-1300"
"11971","41_90","39_77",1123,"41_90.39_77","1101-1300"
"11972","41_76","39_77",238,"41_76.39_77","100-300"
"11973","40_103","39_77",2215,"40_103.39_77",">1500"
"11974","40_102","39_77",2131,"40_102.39_77",">1500"
"11975","40_101","39_77",2046,"40_101.39_77",">1500"
"11976","40_99","39_77",1877,"40_99.39_77",">1500"
"11977","40_96","39_77",1623,"40_96.39_77",">1500"
"11978","40_94","39_77",1454,"40_94.39_77","1301-1500"
"11979","40_92","39_77",1284,"40_92.39_77","1101-1300"
"11980","40_91","39_77",1199,"40_91.39_77","1101-1300"
"11981","40_90","39_77",1115,"40_90.39_77","1101-1300"
"11982","40_89","39_77",1030,"40_89.39_77","901-1100"
"11983","40_84","39_77",608,"40_84.39_77","501-700"
"11984","40_83","39_77",524,"40_83.39_77","501-700"
"11985","40_79","39_77",204,"40_79.39_77","100-300"
"11986","40_77","39_77",111,"40_77.39_77","100-300"
"11987","40_76","39_77",140,"40_76.39_77","100-300"
"11988","40_75","39_77",204,"40_75.39_77","100-300"
"11989","39_103","39_77",2228,"39_103.39_77",">1500"
"11990","39_102","39_77",2143,"39_102.39_77",">1500"
"11991","39_101","39_77",2058,"39_101.39_77",">1500"
"11992","39_100","39_77",1973,"39_100.39_77",">1500"
"11993","39_99","39_77",1888,"39_99.39_77",">1500"
"11994","39_98","39_77",1802,"39_98.39_77",">1500"
"11995","39_97","39_77",1717,"39_97.39_77",">1500"
"11996","39_96","39_77",1631,"39_96.39_77",">1500"
"11997","39_94","39_77",1460,"39_94.39_77","1301-1500"
"11998","39_93","39_77",1374,"39_93.39_77","1301-1500"
"11999","39_92","39_77",1289,"39_92.39_77","1101-1300"
"12000","39_91","39_77",1203,"39_91.39_77","1101-1300"
"12001","39_90","39_77",1117,"39_90.39_77","1101-1300"
"12002","39_89","39_77",1031,"39_89.39_77","901-1100"
"12003","39_88","39_77",946,"39_88.39_77","901-1100"
"12004","39_83","39_77",516,"39_83.39_77","501-700"
"12005","39_79","39_77",172,"39_79.39_77","100-300"
"12006","39_78","39_77",86,"39_78.39_77","<100"
"12007","39_76","39_77",86,"39_76.39_77","<100"
"12008","39_75","39_77",172,"39_75.39_77","100-300"
"12009","38_103","39_77",2247,"38_103.39_77",">1500"
"12010","38_102","39_77",2162,"38_102.39_77",">1500"
"12011","38_101","39_77",2076,"38_101.39_77",">1500"
"12012","38_100","39_77",1990,"38_100.39_77",">1500"
"12013","38_99","39_77",1904,"38_99.39_77",">1500"
"12014","38_98","39_77",1818,"38_98.39_77",">1500"
"12015","38_97","39_77",1733,"38_97.39_77",">1500"
"12016","38_96","39_77",1647,"38_96.39_77",">1500"
"12017","38_95","39_77",1561,"38_95.39_77",">1500"
"12018","38_94","39_77",1475,"38_94.39_77","1301-1500"
"12019","38_93","39_77",1389,"38_93.39_77","1301-1500"
"12020","38_92","39_77",1303,"38_92.39_77","1301-1500"
"12021","38_89","39_77",1045,"38_89.39_77","901-1100"
"12022","38_88","39_77",959,"38_88.39_77","901-1100"
"12023","38_87","39_77",873,"38_87.39_77","701-900"
"12024","38_86","39_77",787,"38_86.39_77","701-900"
"12025","38_85","39_77",702,"38_85.39_77","701-900"
"12026","38_83","39_77",531,"38_83.39_77","501-700"
"12027","38_79","39_77",206,"38_79.39_77","100-300"
"12028","38_78","39_77",141,"38_78.39_77","100-300"
"12029","38_77","39_77",111,"38_77.39_77","100-300"
"12030","38_76","39_77",141,"38_76.39_77","100-300"
"12031","38_75","39_77",206,"38_75.39_77","100-300"
"12032","37_102","39_77",2185,"37_102.39_77",">1500"
"12033","37_101","39_77",2099,"37_101.39_77",">1500"
"12034","37_100","39_77",2013,"37_100.39_77",">1500"
"12035","37_99","39_77",1927,"37_99.39_77",">1500"
"12036","37_98","39_77",1841,"37_98.39_77",">1500"
"12037","37_93","39_77",1411,"37_93.39_77","1301-1500"
"12038","37_89","39_77",1069,"37_89.39_77","901-1100"
"12039","37_88","39_77",984,"37_88.39_77","901-1100"
